OBJECTID,AllBridges_2016April_BDEPT,AllBridges_2016April_BIN,AllBridges_2016April_Health_Index,AllBridges_2016April_Item_6A,AllBridges_2016April_Item_7,AllBridges_2016April_Item_8,AllBridges_2016April_Item_8_Bridge_Cat,AllBridges_2016April_Item_8_Owner,AllBridges_2016April_Item_16A,AllBridges_2016April_Item_16B,AllBridges_2016April_Item_16C,AllBridges_2016April_Item_17A,AllBridges_2016April_Item_17B,AllBridges_2016April_Item_17C,AllBridges_2016April_Item_26,AllBridges_2016April_Item_28A,AllBridges_2016April_Item_29,AllBridges_2016April_Item_49,AllBridges_2016April_Item_51,AllBridges_2016April_Item_52,AllBridges_2016April_Item_58,AllBridges_2016April_Item_104,AllBridges_2016April_Posting_2_Axle,AllBridges_2016April_Posting_3_Axle,AllBridges_2016April_Posting_5_Axle,AllBridges_2016April_Struct_Def,AllBridges_2016April_Town_Name
3488,B16251,3D5,0.8573,"HWY   NEP AV, GALV, MRSY",I  93 /US1/ST3,B162513D5DOTNBI,NBI,DOT,42,17,8.7719,71,2,34.5083,11,8,187877,364.8,33.5,36,6,TRUE,0,0,0,FALSE,Boston
3489,B16265,3D6,0.5665,COMB  MBTA & RED LN SSH,I  93 /US1/ST3,B162653D6DOTNBI,NBI,DOT,42,17,23.9603,71,2,36.5963,12,8,183180,60.7,37.09,38.95,5,TRUE,0,0,0,FALSE,Boston
3491,B16232,3D8,0.4781,HWY   DEWEY SQ TUNNEL,I  93 NB,B162323D8DOTDES,DES,DOT,42,21,6.8832,71,3,33.1524,11,3,102200,725.1,13.5,14.6,6,TRUE,0,0,0,FALSE,Boston
3493,B16232,3DA,0.5956,HWY   SURFACE RD,I  93 S ABUT-BT 60,B162323DADOTCLO,CLO,DOT,42,21,9.576,71,3,29.0196,11,3,88000,165.8,12.8,13.8,5,TRUE,0,0,0,FALSE,Boston
3494,B16281,3DB,0.67269974,OTHER CAT PROJECT,OTHER REMOVED,B162813DBDOTREM,REM,DOT,42,22,12.018,71,3,50.1912,11,3,128000,216.1,15.2,17.4,6,TRUE,0,0,0,FALSE,Boston
3495,B16264,3DC,0.9437,HWY   CONLEY ST,I  93 /US1/ST3,B162643DCDOTNBI,NBI,DOT,42,17,35.7251,71,2,41.1323,11,6,210400,36,33.5,35.8,6,TRUE,0,0,0,FALSE,Boston
3496,B16263,3DD,0.984,HWY   VICTORY RD,I  93 /US1/ST3,B162633DDDOTNBI,NBI,DOT,42,17,55.0284,71,2,51.1944,11,8,210200,17.8,33.9,35.8,7,TRUE,0,0,0,FALSE,Boston
3497,B16262,3DE,0.5233,HWY   MORRISSEY BLVD,I  93 /US1/ST3,B162623DEDOTNBI,NBI,DOT,42,18,4.0284,71,2,56.7456,11,9,184000,59.7,33.5,35.7,7,TRUE,0,0,0,FALSE,Boston
3498,B16232,3DF,0.4013,OTHER I 93 BT22-9/E BRKL,OTHER REMOVED,B162323DFDOTREM,REM,DOT,42,20,39.7428,71,3,42.4548,11,6,203730,64.1,25.6,27.4,5,TRUE,0,0,0,FALSE,Boston
3499,B16232,3DG,0.475,HWY   DEWEY SQ TUNNEL,I  93 SB,B162323DGDOTDES,DES,DOT,42,21,7.4268,71,3,33.7356,11,3,93800,725.1,13.5,14.6,6,TRUE,0,0,0,FALSE,Boston
3500,B16232,3DH,0.5909,HWY   SURFACE RD,I  93 BENT 60-56,B162323DHDOTCLO,CLO,DOT,42,21,24.6672,71,3,5.9832,11,3,88000,83.8,25.6,27.6,5,TRUE,0,0,0,FALSE,Boston
3501,B16281,3DJ,0.6729,OTHER CAT PROJECT,OTHER REMOVED,B162813DJDOTREM,REM,DOT,42,22,15.1824,71,3,54.7344,11,3,128000,117,15.2,17.4,6,TRUE,0,0,0,FALSE,Boston
3502,B16232,3DK,0.577100889,OTHER I93/I 90&AMTK/MBTA,OTHER REMOVED,B162323DKDOTREM,REM,DOT,42,20,47.9148,71,3,39.1752,11,6,203730,202.1,25.6,27.4,4,TRUE,0,0,0,FALSE,Boston
3503,B16232,3DL,0.595699918,HWY   CITY STS,I  93 BENT 48-56,B162323DLDOTCLO,CLO,DOT,42,21,30.474,71,3,8.2944,11,3,88000,188.7,25.6,27.6,5,TRUE,0,0,0,FALSE,Boston
3504,B16281,3DM,0.8081,OTHER CAT PROJECT,OTHER REMOVED,B162813DMDOTREM,REM,DOT,42,22,18.4944,71,3,59.4144,11,4,127789,99.7,18.9,21,6,TRUE,0,0,0,FALSE,Boston
3505,B16260,3DN,0.9565,RR    CSX SPUR,I  93 /US1/ST3,B162603DNDOTNBI,NBI,DOT,42,18,59.0112,71,3,4.5575,11,8,196708,24.8,32,33.9,7,TRUE,0,0,0,FALSE,Boston
3506,B16232,3DP,0.5957,HWY   SURFACE RD,I  93 BENT 41-48,B162323DPDOTCLO,CLO,DOT,42,21,35.8632,71,3,10.8432,11,3,88000,158.2,25.6,27.6,5,TRUE,0,0,0,FALSE,Boston
3507,B16281,3DQ,0.6784,OTHER CAT PROJECT,OTHER REMOVED,B162813DQDOTREM,REM,DOT,42,22,22.5444,71,4,7.086,11,3,70000,181.1,18.9,21,6,TRUE,0,0,0,FALSE,Boston
3509,B16232,3DT,0.5873,HWY   CITY STS,I  93 BENT 41-31,B162323DTDOTCLO,CLO,DOT,42,21,39.3408,71,3,14.0328,11,6,176780,223.1,25.6,27.6,5,TRUE,0,0,0,FALSE,Boston
3510,B16281,3DU,0.6711,I  93 SB BT 33-38,I  93 NB BT 33-38,B162813DUDOTNBI,NBI,DOT,42,22,28.0595,71,4,17.7491,11,3,74200,143.1,18.9,21,5,TRUE,0,0,0,FALSE,Boston
3511,B16232,3DV,0.4619,HWY   CITY STS & PARKING,I  93 BENT 23-31,B162323DVDOTCLO,CLO,DOT,42,21,44.3124,71,3,23.2128,11,6,88000,226.8,25.6,27.6,5,TRUE,0,0,0,FALSE,Boston
3512,B16281,3DW,0.8475,I  93 SB BT 38-46,I  93 NB BT 38-46,B162813DWDOTNBI,NBI,DOT,42,22,31.2852,71,4,22.8864,11,3,74200,198.7,18.9,21,6,TRUE,0,0,0,FALSE,Boston
3513,B16232,3DX,0.698,HWY   CITY STS,I  93 BENT 23-11,B162323DXDOTCLO,CLO,DOT,42,21,50.6376,71,3,31.4316,11,6,88000,360,24.4,27.6,5,TRUE,0,0,0,FALSE,Boston
3514,B16281,3DY,0.8684,COMB  MBTA & I 93 SB,I  93 NB B5-B10,B162813DYDOTNBI,NBI,DOT,42,22,52.5143,71,4,35.9796,11,3,47940,167.6,17.4,18.9,6,TRUE,0,0,0,FALSE,Boston
3515,B16232,3.00E+00,0.7153,COMB  CAUSEWAY ST & PKNG,I  93 NB BNT 11-2,B162323E0DOTCLO,CLO,DOT,42,21,59.8464,71,3,39.8016,11,3,81200,237.7,12.2,15.2,6,TRUE,0,0,0,FALSE,Boston
3516,B16281,3.00E+01,0.672,I  93 SB B10-B16,I  93 NB B10-B16,B162813E1DOTNBI,NBI,DOT,42,22,56.5067,71,4,35.8067,11,3,47940,139,18.9,21,5,TRUE,0,0,0,FALSE,Boston
3517,B16232,3.00E+02,0.4537,I  93 SB BENT A3-2,I  93 NB BNT A3-2,B162323E2DOTCLO,CLO,DOT,42,22,6.8484,71,3,45.036,11,3,85000,249.9,12.2,14,4,TRUE,0,0,0,FALSE,Boston
3518,B16281,3.00E+03,0.8204,I  93 SB&CMBRG&MBTA/BMRR,I  93 NB B16-NB4,B162813E3DOTNBI,NBI,DOT,42,22,59.5596,71,4,35.364,11,4,47940,375.8,19.6,21.7,6,TRUE,0,0,0,FALSE,Boston
3519,B16281,3.00E+04,0,OTHER CAT PROJECT,OTHER REMOVED,B162813E4DOTREM,REM,DOT,42,22,11.6256,71,3,50.9328,11,3,70000,216.1,15.2,17.4,6,TRUE,0,0,0,FALSE,Boston
3520,B16281,3.00E+05,0.996,OTHER CAT PROJECT,OTHER REMOVED,B162813E5DOTREM,REM,DOT,42,22,14.7072,71,3,55.422,11,3,70000,117,23.5,25.6,6,TRUE,0,0,0,FALSE,Boston
3521,B16232,3.00E+06,0.7155,COMB  CAUSEWAY ST & PKNG,I  93 SB  BENT 2-1,B162323E6DOTCLO,CLO,DOT,42,21,56.9664,71,3,38.3148,11,3,85000,240.5,12.2,14.2,5,TRUE,0,0,0,FALSE,Boston
3522,B16281,3.00E+07,0.979,OTHER CAT PROJECT,OTHER REMOVED,B162813E7DOTREM,REM,DOT,42,22,17.9256,71,3,59.9472,11,3,128000,99.7,22.6,24.7,6,TRUE,0,0,0,FALSE,Boston
3523,B16232,3.00E+08,0.441,WATER CHARLES RIVER,I  93 SB BENT A3-2,B162323E8DOTCLO,CLO,DOT,42,22,6.8448,71,3,46.0476,11,3,85000,229.2,12.2,14,4,TRUE,0,0,0,FALSE,Boston
3524,B16281,3.00E+09,0.9968,OTHER CAT PROJECT,OTHER REMOVED,B162813E9DOTREM,REM,DOT,42,22,21.9684,71,4,7.6116,11,3,38000,181,20.1,22.3,6,TRUE,0,0,0,FALSE,Boston
3525,B16281,3EA,0.9957,TR    ORANGE LINE,I  93 SB BT 33-38,B162813EADOTNBI,NBI,DOT,42,22,28.0595,71,4,17.7491,11,3,72100,124,18.9,21,6,TRUE,0,0,0,FALSE,Boston
3526,B16281,3EB,0.7668,TR    ORANGE LINE,I  93 SB BT 38-46,B162813EBDOTNBI,NBI,DOT,42,22,31.2852,71,4,22.8864,11,3,72100,198.7,18.9,21,6,TRUE,0,0,0,FALSE,Boston
3527,B16259,3EC,0.6889,COMB  MBTA & COLUMBIA RD,I  93 /US1/ST3,B162593ECDOTNBI,NBI,DOT,42,19,13.9475,71,3,11.0843,11,8,202055,466.6,31.7,33.9,6,TRUE,0,0,0,FALSE,Boston
3528,B16281,3ED,0.9843,RR    MBTA/BMRR,I  93 SB B5-B10,B162813EDDOTNBI,NBI,DOT,42,22,52.5143,71,4,35.9796,11,3,47940,167.6,13.7,17.4,6,TRUE,0,0,0,FALSE,Boston
3529,B16281,3EE,0.9847,RR    MBTA/BMRR,I  93 SB B10-B16,B162813EEDOTNBI,NBI,DOT,42,22,56.5067,71,4,35.8067,11,3,47940,134.7,13.7,17.4,6,TRUE,0,0,0,FALSE,Boston
3531,B16281,3EG,0.7593,COMB  CAMBRIGE&MBTA/BMRR,I  93 SB  B16-SB4,B162813EGDOTNBI,NBI,DOT,42,22,59.1888,71,4,36.444,11,4,47940,370,19.8,21.7,6,TRUE,0,0,0,FALSE,Boston
3535,M25021,3EL,0.8554,I  93 /US1/ST3,HWY   ADAMS&BLV ST,M250213ELDOTNBI,NBI,DOT,42,15,29.8404,71,2,30.6384,14,5,12700,38,29.9,126.3,6,TRUE,0,0,0,FALSE,Milton
3536,M12031,3EM,0.7617,I  93,HWY   RSVELT ROT S,M120313EMDOTNBI,NBI,DOT,42,25,42.4056,71,6,11.4588,14,2,13700,45.4,12.5,16.4,5,TRUE,0,0,0,FALSE,Medford
3537,M12032,3EN,0.754,I  93,HWY   RSVELT ROT N,M120323ENDOTNBI,NBI,DOT,42,25,47.5355,71,6,11.1492,14,2,16030,44.4,12.4,16.4,7,TRUE,0,0,0,FALSE,Medford
3542,M01015,3EU,0.6691,RR    MBTA/BMRR,HWY   WINTER ST,M010153EUDOTNBI,NBI,DOT,42,26,7.4472,71,4,16.1867,16,4,5900,19.2,14.6,19.6,7,TRUE,0,0,0,FALSE,Malden
3543,B16176,3EV,0.6325,WATER MUDDY RIVER,HWY   COMM AVE,B161763EVDOTNBI,NBI,DOT,42,20,57.0479,71,5,31.3475,14,4,23900,17.7,15.8,24.7,7,TRUE,0,0,0,FALSE,Boston
3544,B16176,3EW,0.6274,WATER MUDDY RIVER,HWY   COMM AVE,B161763EWDOTNBI,NBI,DOT,42,20,57.1956,71,5,30.6708,14,3,18800,17.7,12.2,21.2,6,TRUE,0,0,0,FALSE,Boston
3546,M12037,3EY,0.6468,I  93,ST 16 MYST VAL PKY,M120373EYDOTNBI,NBI,DOT,42,24,49.2479,71,6,13.8347,12,5,40000,56.1,23.2,25.7,5,TRUE,0,0,0,FALSE,Medford
3547,M12038,3F0,0.8571,ST 38 MAIN ST,ST 16 MYST VAL PKY,M120383F0DOTNBI,NBI,DOT,42,25,1.1172,71,6,37.6883,12,2,14570,48.5,31.1,33,7,TRUE,0,0,0,TRUE,Medford
3548,C01001,3F1,1,WATER LECHMERE CANAL,HWY   LAND BLVD,C010013F1DOTNBI,NBI,DOT,42,22,6.4308,71,4,26.5584,14,6,40500,39.9,13.7,18.5,6,TRUE,0,0,0,FALSE,Cambridge
3550,B16222,3F3,0.7959,ST  9 HUNTNGTON AVE,HWY   JAMAICAWAY,B162223F3DOTNBI,NBI,DOT,42,19,55.1064,71,6,46.6631,14,4,39200,36.6,18.3,21.3,5,TRUE,0,0,0,FALSE,Boston
3552,Q01016,3F5,1,WATER TOWN RIV BAY CANAL,ST  3 A/S ARTERY,Q010163F5DOTNBI,NBI,DOT,42,15,8.3303,70,59,23.2727,14,4,45000,16.3,20,89.9,N,TRUE,0,0,0,FALSE,Quincy
3553,B16272,3F6,0.661,I  93 /US1/ST3,HWY   SOUTHMPTN ST,B162723F6DOTNBI,NBI,DOT,42,19,49.2455,71,3,40.5756,14,2,37600,84.7,16.5,21.3,6,TRUE,0,0,0,FALSE,Boston
3564,B16126,3FH,0.975,COMB  FNDRY ST&MBTA&AMTK,HWY   W FOURTH ST,B161263FHDOTNBI,NBI,DOT,42,20,32.4995,71,3,36.036,14,2,30250,159.4,13.4,17.9,6,TRUE,0,0,0,FALSE,Boston
3568,C09002,3FM,0.9733,RR    MBTA/BMRR,HWY   BROADWAY,C090023FMDOT634,634,DOT,42,23,41.5715,71,1,49.5588,14,2,18100,25,13.4,21,7,TRUE,0,0,0,FALSE,Chelsea
3571,R05004,3FQ,0.9964,RR    MBTA/BMRR,ST  1 A/VFW PKWY,R050043FQDOT634,634,DOT,42,24,34.686,71,0,0.9971,14,4,21300,42.1,18.3,26.7,7,TRUE,0,0,0,FALSE,Revere
3574,C01012,3FU,0.9787,RR    MBTA/BMRR,ST  2 A/MASS AVE,C010123FUDOT634,634,DOT,42,23,18.3876,71,7,10.398,14,4,29700,11.4,19.5,28.7,6,TRUE,0,0,0,FALSE,Cambridge
3575,C01014,3FV,0.5165,RR    BMRR,HWY   MT AUBURN ST,C010143FVDOT634,634,DOT,42,22,28.5564,71,9,0.2484,14,5,38700,13.1,40.8,48.5,5,TRUE,0,0,0,FALSE,Cambridge
3590,S17020,3GB,1,RR    MBTA/BMRR,HWY   PROSPECT ST,S170203GBDOT634,634,DOT,42,22,38.9028,71,5,42.7992,14,2,14000,12.2,11,14.9,6,TRUE,0,0,0,FALSE,Somerville
3591,S17019,3GC,0.601,RR    MBTA/BMRR,HWY   BEACON ST,S170193GCDOT634,634,DOT,42,23,12.3252,71,6,58.464,14,3,11500,19.7,15.2,21.9,7,TRUE,0,0,0,FALSE,Somerville
3596,E12001,3GH,0.7648,RR    MBTA/BMRR/CSX,ST 99 SB/MAIN ST,E120013GHDOT634,634,DOT,42,24,5.7239,71,3,39.4559,14,2,31400,39.3,11,15.5,5,TRUE,0,0,0,FALSE,Everett
3598,E12007,3GK,0.7481,RR    MBTA/BMRR/CSX,ST 99 NB/BROADWAY,E120073GKDOT634,634,DOT,42,24,5.8679,71,3,36.972,14,2,23400,33.8,11,15.5,4,TRUE,0,0,0,TRUE,Everett
3607,B16067,3GV,0.3741,COMB  ORANGE & MBTA/BMRR,HWY   MAFFA WAY,B160673GVDOT634,634,DOT,42,23,8.3148,71,4,36.4836,14,5,75800,47.2,19.6,25.4,5,TRUE,0,0,0,FALSE,Boston
3608,B16068,3GW,0.5008,COMB  ORANGE & MBTA/BMRR,HWY   MYSTIC AVE,B160683GWDOT634,634,DOT,42,23,10.9931,71,4,36.9803,14,4,25100,66.1,16.2,19.9,5,TRUE,0,0,0,FALSE,Boston
3611,B16111,3H0,0.7639,RR    AMTRAK/MBTA,HWY   MILTON ST,B161113H0DOT634,634,DOT,42,14,22.2396,71,7,59.4839,14,2,33100,62.8,12.2,16.7,5,TRUE,0,0,0,FALSE,Boston
3613,B16163,3H2,0.6823,RR    MBTA,HWY   MORTON ST,B161633H2DOT634,634,DOT,42,16,51.6792,71,5,7.7676,14,4,41300,23.5,17.1,23.7,5,TRUE,0,0,0,TRUE,Boston
3614,B16165,3H3,0.509,RR    MBTA,HWY   BLUE HILL AV,B161653H3DOT634,634,DOT,42,16,22.9944,71,5,36.9672,14,5,22300,43.9,25.6,36.6,5,TRUE,0,0,0,TRUE,Boston
3615,B16166,3H4,0.9924,RR    MBTA,HWY   CUMMINS HWY,B161663H4DOT634,634,DOT,42,16,12.2772,71,5,52.3787,14,4,24500,27.7,17.1,24.6,7,TRUE,0,0,0,FALSE,Boston
3617,B16199,3H6,0.5891,COMB  HAUL RD & CSX,HWY   DORCHSTR AVE,B161993H6DOT634,634,DOT,42,20,20.6196,71,3,25.4915,14,4,28200,30.9,14.6,18.3,5,TRUE,0,0,0,FALSE,Boston
3986,S09008,3VP,0.9352,I  95 SB,ST 27 HIGH PLN ST,S090083VPDOTNBI,NBI,DOT,42,8,24.4103,71,12,49.5935,14,2,8800,54.9,12.2,14.9,5,TRUE,0,0,0,FALSE,Sharon
3987,S09007,3VQ,0.823,I  95 NB,ST 27 HIGH PLN ST,S090073VQDOTNBI,NBI,DOT,42,8,23.6364,71,12,44.3015,14,2,9800,52.7,12.2,14.9,4,TRUE,0,0,0,FALSE,Sharon
3989,N25030,3VT,0.6551,I  95 NB,HWY   NEPONSET ST,N250303VTDOTNBI,NBI,DOT,42,10,15.3911,71,10,14.9808,14,4,39300,24.4,23.8,26.5,6,TRUE,0,0,0,FALSE,Norwood
3990,N25030,3VU,0.6639,I  95 SB,HWY   NEPONSET ST,N250303VUDOTNBI,NBI,DOT,42,10,16.3056,71,10,16.6043,14,4,37500,24.4,23.8,26.5,6,TRUE,0,0,0,FALSE,Norwood
3991,N25022,3VV,0.9978,US  1 PROVDNCE HWY,HWY   PNDRGST C SO,N250223VVDOTNBI,NBI,DOT,42,11,20.2344,71,11,3.8219,12,1,18620,50.6,12.2,16.1,8,TRUE,0,0,0,FALSE,Norwood
3992,N25023,3VW,0.9978,US  1 PROVDNCE HWY,HWY   PNDRGST C NO,N250233VWDOTNBI,NBI,DOT,42,11,15.2555,71,11,4.9236,12,1,16940,49.1,12.2,16.1,7,TRUE,0,0,0,FALSE,Norwood
4012,S28009,3WH,1,ST 24,ST139 LINDELOF AVE,S280093WHDOTNBI,NBI,DOT,42,9,25.6643,71,4,8.2596,14,4,87200,81.1,22.45,26.4,8,TRUE,0,0,0,FALSE,Stoughton
4015,W03033,3WL,0.703,I  95,HWY   CONEY ST,W030333WLDOTNBI,NBI,DOT,42,8,53.3651,71,12,2.5451,14,2,22000,86.3,13.4,17.2,5,TRUE,20,25,40,FALSE,Walpole
4116,S09004,40R,0.6795,OTHER REPLACED BY ACY,OTHER REMOVED,S0900440RDOTREM,REM,DOT,42,7,29.712,71,11,4.0812,14,2,22000,46.6,9.1,13.8,5,TRUE,0,0,0,FALSE,Sharon
4121,W03015,40X,0.721,RR    CSX,ST 27 ELM ST,W0301540XDOT634,634,DOT,42,8,59.0208,71,15,35.0136,14,2,16000,26.5,12.2,15.8,6,TRUE,0,0,0,FALSE,Walpole
4307,H06005,46Q,0.9456,WATER NORTH RIVER,ST 53 WASHNGTON ST,H0600546QDOTNBI,NBI,DOT,42,6,26.496,70,48,31.032,14,2,35100,38.9,9.1,13.6,7,TRUE,0,0,0,FALSE,Hanover
4332,M07002,47H,1,OTHER REPLACED BY AMB,OTHER REMOVED,M0700247HDOTREM,REM,DOT,42,9,39.5496,70,44,34.6308,6,4,15700,83.8,12.4,14.7,0,TRUE,0,0,0,FALSE,Marshfield
4333,M07004,47J,0.8647,WATER SOUTH RIVER,ST  3 A/MAIN ST,M0700447JDOTNBI,NBI,DOT,42,5,40.5239,70,43,5.2104,14,2,29900,9.8,9.1,12.9,5,TRUE,17,23,36,FALSE,Marshfield
4334,H15002,47K,0.9859,WATER BACK RIVER,ST  3 A/LINCOLN ST,H1500247KDOTNBI,NBI,DOT,42,14,49.4267,70,55,52.2119,14,4,36300,112.8,15.5,19,7,TRUE,20,25,32,FALSE,Hingham
4335,H15005,47L,0.7862,RR    MBTA,ST  3 A/CSHNG HWY,H1500547LDOTNBI,NBI,DOT,42,14,41.6292,70,52,43.8924,14,2,20200,18.9,13.5,15.8,8,TRUE,0,0,0,FALSE,Hingham
4364,D14010,48H,0.8808,HWY   FRANKLIN ST,ST  3 NB/PLGRM HWY,D1401048HDOTNBI,NBI,DOT,42,4,0.4115,70,43,43.5359,12,2,26300,33.5,11.6,13.5,4,TRUE,0,0,0,FALSE,Duxbury
4365,D14010,48J,0.8835,HWY   FRANKLIN ST,ST  3 SB/PLGRM HWY,D1401048JDOTNBI,NBI,DOT,42,3,59.5476,70,43,44.8679,12,2,42500,33.5,11.6,13.5,4,TRUE,0,0,0,TRUE,Duxbury
4366,H06010,48K,0.7546,ST123 WEBSTER ST,ST  3 NB PLGM HWY,H0601048KDOTNBI,NBI,DOT,42,9,18.2628,70,51,16.8191,12,2,82000,48.2,11.6,13.8,3,TRUE,0,0,0,TRUE,Hanover
4367,H06010,48L,0.9459,ST123 WEBSTER ST,ST  3 SB PLGM HWY,H0601048LDOTNBI,NBI,DOT,42,9,17.4167,70,51,19.2635,12,2,82000,48.2,11.6,13.8,4,TRUE,0,0,0,TRUE,Hanover
4368,N24004,48U,0.8683,WATER NORTH RIVER,ST  3 NB,N2400448UDOTNBI,NBI,DOT,42,6,58.3344,70,46,41.1528,12,2,51000,59.7,11.6,13.5,5,TRUE,0,0,0,TRUE,Norwell
4369,N24003,48V,0.8735,HWY   HIGH ST,ST  3 SB PLGM HWY,N2400348VDOTNBI,NBI,DOT,42,9,32.3927,70,52,28.6715,12,2,55000,52.4,11.6,13.8,5,TRUE,0,0,0,FALSE,Norwell
4370,N24003,48W,0.8662,HWY   HIGH ST,ST  3 NB PLGM HWY,N2400348WDOTNBI,NBI,DOT,42,9,34.4771,70,52,30.1223,12,2,55000,52.4,11.6,13.8,4,TRUE,0,0,0,TRUE,Norwell
4371,N24004,48X,0.8638,WATER NORTH RIVER,ST  3 SB,N2400448XDOTNBI,NBI,DOT,42,6,57.3695,70,46,42.3299,12,2,51000,59.7,11.6,13.5,5,TRUE,0,0,0,FALSE,Norwell
4372,P05009,48Y,0.8986,ST139 CHURCH ST,ST  3 NB/PLGRM HWY,P0500948YDOTNBI,NBI,DOT,42,6,29.592,70,45,59.4828,12,2,25847,50.9,12.2,14.3,6,TRUE,0,0,0,FALSE,Pembroke
4373,P05009,490,0.9094,ST139 CHURCH ST,ST  3 SB/PLGRM HWY,P05009490DOTNBI,NBI,DOT,42,6,29.4767,70,46,1.8768,12,2,59000,50.4,12.2,14.3,6,TRUE,0,0,0,FALSE,Pembroke
4388,R08004,49F,0.9634,ST228 HINGHAM ST,ST  3 NB PLGRM HWY,R0800449FDOTNBI,NBI,DOT,42,9,57.7872,70,53,34.4904,12,3,30848,49.4,13.75,14.83,8,TRUE,0,0,0,FALSE,Rockland
4389,R08004,49G,0.9692,ST228 HINGHAM ST,ST  3 SB PLGRM HWY,R0800449GDOTNBI,NBI,DOT,42,9,57.1284,70,53,36.5964,12,3,29000,49.4,13.73,14.83,8,TRUE,0,0,0,FALSE,Rockland
4397,D14009,49Q,0.864,ST  3 PILGRIM HWY,ST 14 CONGRESS ST,D1400949QDOTNBI,NBI,DOT,42,3,19.9079,70,43,31.062,14,2,20200,78.9,12.2,14.9,6,TRUE,0,0,0,FALSE,Duxbury
4503,A10009,4D2,0.8016,WATER MYSTIC RIVER,ST 60 MEDFORD ST,A100094D2DOTNBI,NBI,DOT,42,25,14.0519,71,8,34.3716,14,4,22600,15.2,18.3,24.5,N,TRUE,0,0,0,FALSE,Arlington
4507,N12060,4D6,0.7263,TR    GREEN LINE D,HWY   HAMMOND PD,N120604D6DOTNBI,NBI,DOT,42,19,44.0183,71,10,41.2859,14,4,18200,22.6,13.7,20.4,5,TRUE,0,0,0,FALSE,Newton
4508,L18015,4D7,0.5863,WATER SAUGUS RIVER,ST  1 A/LYNNWAY,L180154D7DOTNBI,NBI,DOT,42,26,39.2459,70,57,57.8088,14,4,54000,387.7,18.3,21.9,5,TRUE,0,0,0,TRUE,Lynn
4514,R05015,4DD,0.2791,ST107 BROADWAY,ST 16 REV BCH PKWY,R050154DDDOTNBI,NBI,DOT,42,24,14.42,71,1,2.69,14,6,57800,24.1,21.9,26.4,4,TRUE,0,0,0,TRUE,Revere
4515,C01026,4DF,0.5208,HWY   BROOKLINE ST,US  3 MEMORIAL DR,C010264DFDOTNBI,NBI,DOT,42,21,14.5188,71,6,37.0656,14,4,29000,182.9,14.3,16.5,6,TRUE,12,12,12,TRUE,Cambridge
4516,C01021,4DG,0.9937,HWY   ACCESS RD,US  3 /ST2&16/ALWF,C010214DGDOTNBI,NBI,DOT,42,23,49.0848,71,8,27.9636,14,4,52254,10.4,14.6,24.4,N,TRUE,0,0,0,FALSE,Cambridge
4517,C01020,4DH,0.958,RR    MBTA/BMRR,US  3 /ST2&16/ALWF,C010204DHDOTNBI,NBI,DOT,42,23,31.6788,71,8,28.0139,14,4,68760,105.5,17.7,25.3,7,TRUE,0,0,0,FALSE,Cambridge
4518,C01011,4DJ,0.7174,RR    CSX,US  3 MEMORIAL DR,C010114DJDOTNBI,NBI,DOT,42,21,12.8052,71,6,32.4036,14,6,48900,14,27.7,31.4,6,TRUE,0,0,0,FALSE,Cambridge
4519,C01045,4DK,0.997,ST  3 SB TO LONGFLLW BRG,ST  3 NB/MEMORL DR,C010454DKDOTNBI,NBI,DOT,42,21,39.258,71,4,54.0084,14,2,34300,20.7,10.8,13.6,6,TRUE,0,0,0,FALSE,Cambridge
4520,C01040,4DL,0.7555,WATER BROAD CANAL,HWY   LAND BLVD,C010404DLDOTNBI,NBI,DOT,42,21,44.82,71,4,42.1427,14,2,13000,53.3,9.8,12.8,5,TRUE,12,17,28,TRUE,Cambridge
4521,C01008,4DM,0.6727,WATER BROAD CANAL,HWY   FIRST ST,C010084DMDOTNBI,NBI,DOT,42,21,45.0179,71,4,43.86,14,2,19000,36.6,10.1,16.9,5,TRUE,0,0,0,TRUE,Cambridge
4522,C01039,4DN,0.9275,WATER CHARLES RIVER,ST  3 NB/MEMORL DR,C010394DNDOTNBI,NBI,DOT,42,21,39.1751,71,4,47.424,14,2,12900,156.1,11,12.8,5,TRUE,0,0,0,FALSE,Cambridge
4523,C01038,4DP,0.8812,WATER CHARLES RIVER,HWY   MEMORL DR EB,C010384DPDOTNBI,NBI,DOT,42,21,38.6424,71,4,46.6572,14,2,13000,267.6,9.8,12.8,4,TRUE,0,0,0,TRUE,Cambridge
4524,C01023,4DQ,0.9263,ST  3 MEMORIAL DR,ST  2 A/MASS AVE,C010234DQDOTNBI,NBI,DOT,42,21,26.0207,71,5,33.5507,14,4,25344,15.8,24.7,33.2,7,TRUE,18,23,36,FALSE,Cambridge
4525,C01031,4DR,0.862,TR    RED LINE,US  3 /ST2&16/ALWF,C010314DRDOTNBI,NBI,DOT,42,23,46.38,71,8,26.6,14,4,72500,22.6,14.6,19.2,5,TRUE,0,0,0,FALSE,Cambridge
4526,M12003,4DT,0.7552,WATER MYSTIC RIVER,ST 16 MYST VAL PKY,M120034DTDOTNBI,NBI,DOT,42,25,4.9223,71,6,45.36,14,4,50400,19.5,14.6,19.2,N,TRUE,0,0,0,FALSE,Medford
