OBJECTID,AllBridges_2012April_1_BDEPT,AllBridges_2012April_1_BIN,AllBridges_2012April_1_Health_Index,AllBridges_2012April_1_Item_6A,AllBridges_2012April_1_Item_7,AllBridges_2012April_1_Item_8_Bridge_Cat,AllBridges_2012April_1_Item_8_Owner,AllBridges_2012April_1_Item_16A,AllBridges_2012April_1_Item_16B,AllBridges_2012April_1_Item_16C,AllBridges_2012April_1_Item_17A,AllBridges_2012April_1_Item_17B,AllBridges_2012April_1_Item_17C,AllBridges_2012April_1_Item_26,AllBridges_2012April_1_Item_28A,AllBridges_2012April_1_Item_29,AllBridges_2012April_1_Item_49,AllBridges_2012April_1_Item_52,AllBridges_2012April_1_Item_58,AllBridges_2012April_1_Item_104,AllBridges_2012April_1_Posting_2_Axle,AllBridges_2012April_1_Posting_3_Axle,AllBridges_2012April_1_Posting_5_Axle,AllBridges_2012April_1_Struct_Def,AllBridges_2012April_1_Town_Name
1666,M06009,1L5,0.7611,I 495                   ,US 20 WB/BSTN PST ,NBI,DOT,42,20,28.3776,71,34,33.3768,14,3,34000,86.9,15,5,TRUE,0,0,0,FALSE,Marlborough
2202,W11007,24Y,0.6712,WATER SUDBURY RIVER     ,ST 27 OLD SUDBURY ,NBI,MUN,42,22,26.9796,71,22,53.544,14,2,30000,33.2,12,5,TRUE,0,0,0,FALSE,Wayland
2259,S31004,26Q,0.947,WATER HOP BROOK         ,US 20 BSTN POST RD,NBI,DOT,42,21,42.8364,71,25,6.5064,14,2,32000,7.3,11.6,6,TRUE,0,0,0,FALSE,Sudbury
2260,W11001,26R,0.8303,OTHER REPLACED BY 6G2,OTHER REMOVED,REM,DOT,42,21,47.4408,71,22,30.7884,14,2,21000,27.1,10.6,0,TRUE,0,0,0,FALSE,Wayland
2271,F07006,274,0.6067,WATER SUDBURY RIVER     ,ST  9 /ST30/WRCSTR,REM,DOT,42,17,58,71,25,34,14,4,52200,22.3,27.5,5,TRUE,20,23,36,FALSE,Framingham
2273,F07001,276,0.4168,WATER RESERVOIR OUTLET  ,ST  9 WORCESTER RD,NBI,DOT,42,17,37.932,71,27,32.1264,14,4,58800,16.5,27.4,4,TRUE,20,25,40,TRUE,Framingham
2274,N03021,277,0.7123,OTHER REPLACED BY 8RG  ,OTHER REMOVED,REM,DOT,42,17,55.5324,71,22,19.1064,14,93,63000,21,27.5,5,TRUE,0,0,0,FALSE,Natick
2275,N03032,278,0.6203,ST  9 & RAMP A          ,HWY   RAMP B      ,NBI,DOT,42,17,54,71,22,42,14,1,8200,41.8,10.6,5,TRUE,0,0,0,FALSE,Natick
2278,B18001,27B,0.7695,HWY   CENTRAL ST        ,ST  2             ,NBI,DOT,42,30,2.6532,71,28,33.3264,12,4,44000,20.1,27.2,7,TRUE,0,0,0,FALSE,Boxborough
2279,L13018,27C,0.9656,RR    MBTA/BMRR         ,ST  2             ,NBI,DOT,42,31,3.7452,71,30,7.4088,12,4,38500,53,27,7,TRUE,0,0,0,FALSE,Littleton
2280,L13017,27D,0.7842,HWY   FOSTER ST         ,ST  2             ,NBI,DOT,42,31,6.8376,71,30,13.9752,12,4,40000,16.2,27.8,7,TRUE,0,0,0,FALSE,Littleton
2281,M06019,27E,0.7616,HWY   85 CONNECTOR      ,I 290 RAMP H      ,NBI,DOT,42,21,52.146,71,35,13.5744,12,2,42500,26.5,10.1,5,TRUE,0,0,0,FALSE,Marlborough
2282,H25016,27F,0.9972,WATER ASSABET RIVER     ,I 495 NB          ,NBI,DOT,42,22,7.2696,71,35,43.566,11,3,50000,25.9,17.1,5,TRUE,0,0,0,FALSE,Hudson
2283,H25016,27G,0.8043,WATER ASSABET RIVER     ,I 495 SB          ,NBI,DOT,42,22,6.8556,71,35,44.3472,11,3,50000,25.3,17.1,5,TRUE,0,0,0,FALSE,Hudson
2284,H25017,27H,0.9544,HWY   RIVER RD          ,I 495 NB          ,NBI,DOT,42,22,17.724,71,35,49.326,11,3,48000,40.8,17.1,6,TRUE,0,0,0,FALSE,Hudson
2285,H25017,27J,0.7865,HWY   RIVER RD          ,I 495 SB          ,NBI,DOT,42,22,17.1588,71,35,49.9956,11,3,49726,43,17.1,6,TRUE,0,0,0,FALSE,Hudson
2286,L13022,27K,0.5917,ST  2                   ,I 495 NB          ,NBI,DOT,42,31,15.4056,71,30,31.4388,11,4,75000,50.9,18.3,3,TRUE,0,0,0,TRUE,Littleton
2287,L13022,27L,0.4942,ST  2                   ,I 495 SB          ,NBI,DOT,42,31,15.7692,71,30,32.2344,11,4,75000,50.9,18.3,3,TRUE,0,0,0,TRUE,Littleton
2288,L13023,27M,0.823,RR    MBTA/BMRR  ,I 495 NB          ,NBI,DOT,42,31,29.5464,71,30,20.1096,11,4,55000,54.9,18.3,5,TRUE,0,0,0,FALSE,Littleton
2289,L13023,27N,0.8636,RR    MBTA/BMRR       ,I 495 SB          ,NBI,DOT,42,31,30.3204,71,30,20.5848,11,4,55000,54.9,17.4,5,TRUE,0,0,0,FALSE,Littleton
2290,L13027,27P,0.9908,WATER BEAVER BROOK      ,I 495 NB          ,NBI,DOT,42,32,35.5524,71,29,23,11,3,50000,14.9,19.5,N,TRUE,0,0,0,FALSE,Littleton
2291,L13027,27Q,0.9421,WATER BEAVER BROOK      ,I 495 SB          ,NBI,DOT,42,32,36.2724,71,29,13,11,3,50000,14.9,19.5,N,TRUE,0,0,0,FALSE,Littleton
2298,M06012,27Y,0.8595,HWY   BERLIN RD         ,I 495 NB          ,NBI,DOT,42,21,31.8348,71,35,10.014,11,3,45000,44.2,17.1,6,TRUE,0,0,0,FALSE,Marlborough
2299,M06012,280,0.7851,HWY   BERLIN RD         ,I 495 SB          ,NBI,DOT,42,21,32.0688,71,35,11.4396,11,3,45000,44.2,17.1,6,TRUE,0,0,0,FALSE,Marlborough
2300,M06007,281,0.9417,HWY   DONALD LYNCH BLVD,I 495 NB          ,NBI,DOT,42,22,1.9236,71,35,39.8868,11,3,50000,42.2,17.1,6,TRUE,0,0,0,FALSE,Marlborough
2301,M06007,282,0.9301,HWY   DONALD LYNCH BLVD,I 495 SB          ,NBI,DOT,42,22,0.9984,71,35,40.4268,11,3,50000,38.3,17.1,5,TRUE,0,0,0,FALSE,Marlborough
2305,A02012,286,0.9072,WATER FORT POND BROOK   ,ST 27 MAIN ST     ,NBI,DOT,42,27,33.3108,71,27,17.8776,14,3,12300,6.7,15.2,N,TRUE,0,0,0,FALSE,Acton
2307,M10007,288,0.7459,WATER ASSABET RIVER     ,ST 27 /ST62/WALTHM,NBI,DOT,42,25,57.1764,71,27,0.1008,14,2,13000,27.7,17.6,4,TRUE,20,25,40,TRUE,Maynard
2323,N03020,28Q,0.8096,ST  9 WORCESTER ST      ,ST 27 N MAIN ST   ,NBI,DOT,42,17,59.8056,71,21,37.8504,14,2,28000,30.2,16,5,TRUE,0,0,0,TRUE,Natick
2333,N03034,292,0.6998,HWY   RAMPS D & G       ,HWY   SPEEN ST NB ,NBI,DOT,42,17,54,71,22,36,14,2,15000,29.1,12.8,6,TRUE,0,0,0,FALSE,Natick
2341,A02004,29A,0.9983,RR    MBTA/BMRR ,ST 27 MAIN ST  ,634,DOT,42,27,36.0972,71,27,19.1664,14,3,13600,24.4,15.2,7,TRUE,0,0,0,FALSE,Acton
2378,B06020,2AF,0.9972,I 495 NB                ,ST126 HARTFORD AVE,NBI,DOT,42,6,50.2236,71,27,59.3604,14,4,16200,36.6,15.9,7,TRUE,0,0,0,FALSE,Bellingham
2379,B06020,2AG,1,I 495 SB                ,ST126 HARTFORD AVE,NBI,DOT,42,6,50.1624,71,28,0.3756,14,4,16200,36.9,16.2,7,TRUE,0,0,0,FALSE,Bellingham
2381,M11003,2AJ,0.9027,WATER CHARLES RIVER     ,ST109 MAIN ST     ,NBI,DOT,42,10,51.5568,71,19,22.728,14,2,24700,20.1,15.4,6,TRUE,0,0,0,FALSE,Medfield
2383,B06021,2AL,0.9987,WATER CHARLES RIVER     ,I 495 ,NBI,DOT,42,6,25,71,27,29,11,3,80000,10.1,0,N,TRUE,0,0,0,FALSE,Bellingham
2779,W43002,2P0,0.9791,RR    MBTA/BMRR         ,HWY   MONTVALE AVE,634,DOT,42,28,48.5904,71,7,37.9992,14,2,34700,19.5,16.7,7,TRUE,0,0,0,FALSE,Woburn
2782,W13006,2P3,0.9258,RR    CSX/MBTA,ST  9 WORCESTER ST,634,DOT,42,18,43.9092,71,16,36.318,14,4,55000,28.3,23.8,8,TRUE,0,0,0,FALSE,Wellesley
2894,L19006,2TK,0.9901,I  95 /ST128            ,US  1 NEWBRPRT TPK,NBI,DOT,42,30,59.2452,71,0,6.7428,14,8,100000,81.7,41.5,4,TRUE,0,0,0,TRUE,Lynnfield
2895,S05001,2TL,0.6507,WATER SAUGUS RIVER      ,US  1 BROADWAY    ,NBI,DOT,42,28,57.4896,71,1,13.2672,14,8,84000,7.9,40.5,6,TRUE,0,0,0,FALSE,Saugus
2897,B11004,2TN,0.9742,WATER DANVERS RIVER     ,ST  1 A/CABOT ST,NBI,DOT,42,32,20.8356,70,53,15.3924,14,4,32000,680.6,27,7,TRUE,0,0,0,FALSE,Beverly
2898,B11004,2TP,0.5275,OTHER REPLACED BY 2TN,OTHER REMOVED,REM,DOT,42,32,20.6556,70,53,15.3708,14,2,26559,150.6,16.1,6,TRUE,0,0,0,FALSE,Beverly
2899,B11004,2TQ,0.7767,OTHER REPLACED BY 2TN   ,OTHER REMOVED  ,REM,DOT,42,32,20.7348,70,53,15.3816,14,2,26559,111.3,16.1,6,TRUE,0,0,0,FALSE,Beverly
2904,B11009,2TW,0.9978,ST 97 CABOT ST          ,ST128             ,NBI,DOT,42,34,26.3856,70,53,45.3912,12,5,45860,18.9,26.3,N,TRUE,0,0,0,FALSE,Beverly
2905,B11010,2TX,0.9905,ST  1 A/DODGE ST        ,ST128             ,NBI,DOT,42,34,28.0416,70,53,33.468,12,5,45860,25.3,26.8,N,TRUE,0,0,0,FALSE,Beverly
2906,B11011,2TY,0.906,COMB  MBTA & TOZER RD ,ST128             ,NBI,DOT,42,34,30.8532,70,53,6.5508,12,6,45860,36.3,31.1,5,TRUE,0,0,0,FALSE,Beverly
2907,D03018,2U0,0.6982,WATER WATERS RIVER      ,ST128             ,NBI,DOT,42,32,49.1748,70,56,12.4944,12,4,99000,18.9,29,4,TRUE,0,0,0,TRUE,Danvers
2908,D03019,2U1,0.4536,WATER CRANE RIVER       ,ST128             ,NBI,DOT,42,33,21.7476,70,55,54.2316,12,6,70000,10.4,27.1,N,TRUE,0,0,0,FALSE,Danvers
2909,D03020,2U2,0.7435,RR    MBTA/BMRR         ,ST128             ,REM,DOT,42,33,24.786,70,55,50.5776,12,4,75000,26.2,25.6,4,TRUE,0,0,0,FALSE,Danvers
2910,D03021,2U3,0.9723,ST 35 HIGH ST           ,ST128             ,NBI,DOT,42,33,28.8504,70,55,45.9408,12,4,73800,23.5,26,N,TRUE,0,0,0,FALSE,Danvers
2911,D03022,2U4,0.7917,WATER PORTER RIVER      ,ST128             ,NBI,DOT,42,33,36.54,70,55,36.4872,12,4,80500,8.5,28,6,TRUE,0,0,0,FALSE,Danvers
2912,D03025,2U5,0.9237,ST 62 ELLIOT ST         ,ST128             ,NBI,DOT,42,33,53.964,70,55,23.9952,12,4,73800,21.9,25.4,N,TRUE,0,0,0,FALSE,Danvers
2913,G05024,2U6,0.5362,ST133 ESSEX AVE         ,ST128             ,NBI,DOT,42,37,4.9152,70,43,19.074,12,6,35400,22.3,25.6,N,TRUE,0,0,0,FALSE,Gloucester
2914,G05021,2U7,0.8573,HWY   CONCORD ST        ,ST128             ,NBI,DOT,42,37,26.5188,70,42,37.062,12,6,57000,18.6,28,6,TRUE,20,25,40,FALSE,Gloucester
2915,G05017,2U8,0.9318,WATER ANNISQUAM RIVER   ,ST128             ,NBI,DOT,42,37,30.7848,70,41,23.2116,12,4,35100,262.7,20.7,6,TRUE,20,25,40,TRUE,Gloucester
2916,G05022,2U9,0.7405,HWY   MARSH ST          ,ST128             ,NBI,DOT,42,37,21.7416,70,40,54.9444,12,4,58800,14,26.9,6,TRUE,0,0,0,TRUE,Gloucester
2917,G05025,2UA,0.6623,HWY   MAPLEWOOD AVE     ,ST128             ,NBI,DOT,42,37,23.7252,70,40,12.5832,12,2,23500,14.9,29.6,5,TRUE,0,0,0,FALSE,Gloucester
2918,G05023,2UB,1,RR    MBTA              ,ST128             ,NBI,DOT,42,37,28.5204,70,39,53.766,12,4,23700,10.7,29.7,8,TRUE,0,0,0,FALSE,Gloucester
2919,M02014,2UC,0.7471,HWY   PINE ST       ,ST128 NB          ,NBI,DOT,42,35,24.1584,70,47,38.5908,12,2,42000,26.5,13.4,7,TRUE,0,0,0,FALSE,Manchester
2920,M02014,2UD,0.747,HWY   PINE ST           ,ST128 SB         ,NBI,DOT,42,35,24.1584,70,47,38.5908,12,2,42000,26.5,13.4,7,TRUE,0,0,0,FALSE,Manchester
2921,P03015,2UE,0.9982,HWY   LOWELL ST         ,ST128             ,NBI,DOT,42,32,0.4848,70,57,4.7772,12,4,95900,30.5,23.9,6,TRUE,0,0,0,FALSE,Peabody
2922,P03021,2UF,0.9658,HWY   ACCESS RD         ,ST128             ,NBI,DOT,42,32,14.1932,70,56,35,12,6,97500,30.8,29.9,6,TRUE,0,0,0,FALSE,Peabody
2923,P03050,2UG,0.6641,I  95 RAMP J            ,I  95 /ST128,NBI,DOT,42,31,25.4568,70,58,26.292,12,6,82100,31.4,49.9,7,TRUE,0,0,0,FALSE,Peabody
2924,D03009,2UH,0.8386,WATER IPSWICH RIVER     ,ST114 ANDOVER ST,NBI,DOT,42,34,25.6116,70,59,38.2272,14,2,51700,11.6,14.9,5,TRUE,0,0,0,FALSE,Danvers
2926,M20010,2UK,0.9035,WATER EMERSON BROOK ,ST114 N MAIN ST  ,NBI,DOT,42,36,10.4184,71,1,42.5928,14,2,32100,14.9,16.5,4,TRUE,11,14,21,TRUE,Middleton
2927,P03010,2UL,1,OTHER REPLACED BY AF9   ,OTHER REMOVED  ,REM,DOT,42,32,6.0828,70,55,50.736,14,2,32000,11.9,14.6,7,TRUE,0,0,0,FALSE,Peabody
2928,P03016,2UM,0.8698,ST128                   ,ST114 ANDOVER ST  ,NBI,DOT,42,32,22.9128,70,56,17.9052,14,4,44900,26.2,20.2,5,TRUE,0,0,0,FALSE,Peabody
2929,S01001,2UN,0.190000075,WATER NORTH RIVER       ,ST114 NORTH ST    ,NBI,DOT,42,31,28.5348,70,53,59.5068,14,4,51700,7.3,0,N,TRUE,0,0,0,TRUE,Salem
2953,D03031,2VE,0.7901,ST114 ANDOVER ST        ,I  95 SB          ,NBI,DOT,42,33,34.6572,70,58,30.0288,11,3,58000,42.7,21,6,TRUE,0,0,0,FALSE,Danvers
2954,D03031,2VF,0.7901,ST114 ANDOVER ST        ,I  95 NB          ,NBI,DOT,42,33,34.4844,70,58,29.1144,11,3,58000,42.7,21,6,TRUE,0,0,0,FALSE,Danvers
2955,D03033,2VG,0.78,ST 62 MAPLE ST          ,I  95 NB          ,NBI,DOT,42,34,54.9588,70,57,53.5068,11,4,58000,38.4,21,5,TRUE,0,0,0,FALSE,Danvers
2956,D03033,2VH,0.7682,ST 62 MAPLE ST          ,I  95 SB          ,NBI,DOT,42,34,55.3944,70,57,54.2448,11,4,58000,39,23.8,7,TRUE,0,0,0,FALSE,Danvers
2961,P03023,2VN,0.9952,I  95 /ST128,US  1 CONN RPS A&B,NBI,DOT,42,31,8.076,70,59,39.0408,12,6,59400,74.1,23.5,7,TRUE,0,0,0,FALSE,Peabody
2962,P03024,2VP,0.9753,I  95 RAMP F            ,I  95 RAMP G      ,NBI,DOT,42,31,13.4328,70,59,44.2788,12,2,22600,19.8,9.2,8,TRUE,0,0,0,FALSE,Peabody
2963,P03025,2VQ,0.843,I  95 RAMP C            ,I  95 RAMP D      ,NBI,DOT,42,31,17.8608,70,59,41.3844,12,2,12350,13.4,9.2,5,TRUE,0,0,0,FALSE,Peabody
2964,P03026,2VR,0.9741,US  1 NEWBURY ST        ,I  95 RAMPS A&B   ,NBI,DOT,42,31,24.2688,70,59,49.4052,12,6,35000,79.9,21.5,5,TRUE,0,0,0,FALSE,Peabody
2965,P03044,2VT,0.5684,US  1 NB/NEWBURY ST     ,I  95 SB CONNECTOR,NBI,DOT,42,32,33.54,70,59,11.3892,12,4,23000,34.1,13,6,TRUE,0,0,0,FALSE,Peabody
2966,P03040,2VU,0.7299,HWY   LOWELL ST         ,I  95 NB          ,NBI,DOT,42,32,49.6104,70,58,57.1512,11,4,36500,23.5,21.1,6,TRUE,0,0,0,FALSE,Peabody
2967,P03040,2VV,0.7493,HWY   LOWELL ST         ,I  95 SB          ,NBI,DOT,42,32,50.1468,70,58,57.8496,11,4,55000,23.5,21.1,6,TRUE,0,0,0,FALSE,Peabody
2968,P03036,2VW,0.7422,RR    MBTA              ,I  95 NB          ,NBI,DOT,42,32,49.2,70,58,57.378,11,4,35700,9.3,82.8,6,TRUE,0,0,0,FALSE,Peabody
2969,P03036,2VX,0.7402,RR    MBTA              ,I  95 SB          ,NBI,DOT,42,32,47.8752,70,58,59.2392,11,4,54300,9.3,82.8,6,TRUE,0,0,0,FALSE,Peabody
2970,P03046,2VY,0.9595,I  95 RAMP FROM US 1 NB,I  95             ,NBI,DOT,42,32,30.174,70,59,6.378,11,6,79700,66.4,41.1,7,TRUE,0,0,0,FALSE,Peabody
2971,P03047,2W0,0.6742,I  95 RAMP E            ,I  95 RAMP G      ,NBI,DOT,42,31,27.0912,70,58,48.1764,12,3,38800,32.6,13.9,7,TRUE,0,0,0,FALSE,Peabody
2972,P03048,2W1,0.739,ST128                   ,I  95 RAMP G      ,NBI,DOT,42,31,23.8548,70,58,42.2112,12,3,16300,83.5,13.9,7,TRUE,0,0,0,FALSE,Peabody
2973,P03049,2W2,0.8155,I  95 RAMP J            ,I  95 RAMP G      ,NBI,DOT,42,31,21.936,70,58,38.6688,12,3,38800,53.9,13.9,7,TRUE,0,0,0,FALSE,Peabody
2974,L19008,2W3,0.9559,WATER SAUGUS RIVER      ,I  95 /ST128      ,NBI,DOT,42,30,46.8432,71,2,15.684,16,6,135000,11,41.5,N,TRUE,0,0,0,FALSE,Lynnfield
2975,L19004,2W4,0.9008,HWY   WALNUT ST         ,I  95 NB/ST128 NB ,NBI,DOT,42,30,49.9932,71,1,45.2568,11,3,80850,17.7,20.5,N,TRUE,0,0,0,FALSE,Lynnfield
2976,L19004,2W5,0.9131,HWY   WALNUT ST         ,I  95 SB/ST128 SB ,NBI,DOT,42,30,50.652,71,1,45.6204,16,4,80850,17.7,20.5,N,TRUE,0,0,0,FALSE,Lynnfield
2977,L19007,2W6,0.9495,HWY   SUMMER ST         ,I  95 NB/ST128 NB ,NBI,DOT,42,30,56.6208,71,0,49.374,11,5,82500,18.3,20.5,N,TRUE,0,0,0,FALSE,Lynnfield
2978,L19007,2W7,0.9449,HWY   SUMMER ST         ,I  95 SB/ST128 SB ,NBI,DOT,42,30,57.2724,71,0,49.7844,11,5,82500,18.3,20.5,N,TRUE,0,0,0,FALSE,Lynnfield
3345,B16237,38N,0.79,ST  2 COMMONWEALTH AVE  ,ST  2 A/MASS AVE  ,NBI,MUN,42,20,57.0012,71,5,21.2244,14,4,29700,15.5,29,4,TRUE,0,0,0,TRUE,Boston
3346,B16238,38P,0.9148,ST  9 HUNTINGTON AVE    ,HWY   MASS AVE    ,NBI,MUN,42,20,33.288,71,5,7.8936,14,4,21900,16.8,48.3,5,TRUE,0,0,0,FALSE,Boston
3348,B16361,38R,0.4009,OTHER SUMMER ST/C ST    ,OTHER REMOVED,REM,MUN,42,20,49.614,71,2,39.3072,14,4,19900,20.4,30.6,6,TRUE,0,0,0,FALSE,Boston
3356,B16189,391,0.6676,WATER MUDDY RIVER       ,HWY   AGASSIZ RD  ,NBI,MUN,42,20,34.8612,71,5,40.4304,14,1,2100,20.4,22.1,N,TRUE,15,22,34,FALSE,Boston
3364,Q01009,399,0.8707,COMB  SGMRE ST&MBTA&REDS,HWY   HANCOCK ST  ,NBI,DOT,42,16,44.7708,71,1,58.7532,14,4,29000,74,19.5,5,TRUE,15,19,29,FALSE,Quincy
3365,R05007,39A,0.5605,WATER PINES RIVER       ,ST107 SALEM TPK   ,REM,DOT,42,25,50.8152,70,59,53.4948,14,4,37400,39.3,25.9,5,TRUE,0,0,0,FALSE,Revere
3366,R05017,39B,0.6348,ST145 REVERE BCH PKWY,ST  1 A/LEE BRBNK ,NBI,DOT,42,24,15.714,71,0,10.332,14,4,59000,42.4,24.5,6,TRUE,0,0,0,FALSE,Revere
3367,R05018,39C,0.7138,COMB  ST16 & MBTA/BMRR ,ST  1 A/LEE BRBNK ,NBI,DOT,42,24,24.9156,71,0,10.656,14,4,52400,53.9,24.4,6,TRUE,0,0,0,FALSE,Revere
3368,R05019,39D,1,OTHER OIL PIPE TUNNEL   ,ST  1 A/LEE BRBNK ,NBI,DOT,42,24,21.5568,71,0,9.846,14,4,52200,6.7,30.8,N,TRUE,0,0,0,FALSE,Revere
3369,R05020,39E,0.500000146,OTHER OIL PIPE TUNNEL   ,ST  1 A/LEE BRBNK ,NBI,DOT,42,24,21.5568,71,0,9.846,14,4,54010,6.7,30.8,N,TRUE,0,0,0,FALSE,Revere
3370,R05021,39F,0.6111,OTHER OIL PIPE TUNNEL   ,ST  1 A/LEE BRBNK ,NBI,DOT,42,24,21.5568,71,0,9.846,14,4,52200,6.7,30.8,N,TRUE,0,0,0,FALSE,Revere
3371,R05009,39G,0.7124,WATER DIAMOND CREEK     ,ST107 BROADWAY    ,REM,DOT,42,25,41.3472,70,59,58.4304,14,4,31800,11.4,25.5,5,TRUE,0,0,0,FALSE,Revere
3373,L18016,39J,0.5188,WATER SAUGUS RIVER      ,ST107 WESTERN AVE,NBI,DOT,42,27,2.25,70,58,48.4716,14,4,22600,64,18.3,5,TRUE,20,25,40,TRUE,Lynn
3374,S05003,39K,0.8486,WATER E BR PINES RIVER  ,ST107 SALEM TNPK  ,REM,DOT,42,26,10.644,70,59,38.724,14,4,35000,9.5,25.6,5,TRUE,0,0,0,FALSE,Saugus
3375,B16235,39L,0.6453,COMB  BLUE LINE & RELIEF,ST  1 A/RAMP NB   ,REM,DOT,42,22,26.886,71,1,50.5812,14,1,19900,18.6,9.1,0,TRUE,0,0,0,FALSE,Boston
3376,B16236,39M,0.5055,OTHER RELIEF            ,ST  1 A/ON RAMP,NBI,DOT,42,22,42,71,1,36,16,1,15500,129.8,9.1,6,TRUE,0,0,0,FALSE,Boston
3377,B16235,39N,0.6967,OTHER RELIEF            ,ST  1 A/RAMP EB   ,REM,DOT,42,22,18,71,1,60,14,1,35000,177.7,9.1,5,TRUE,0,0,0,FALSE,Boston
3378,B16236,39P,0.5146,OTHER RELIEF            ,ST  1 A/OFF RAMP,NBI,DOT,42,22,42,71,1,36,16,1,14800,92.7,9.1,6,TRUE,0,0,0,FALSE,Boston
3379,B16235,39Q,0.4337,ST  1 A/NB              ,ST  1 A/RAMP EB   ,REM,DOT,42,22,24,71,1,54,12,1,34000,229.5,8.9,6,TRUE,0,0,0,FALSE,Boston
3380,B16235,39R,0.7456,ST  1 A/NB & EB RAMP   ,ST  1 A/RAMP WB   ,REM,DOT,42,22,25.1508,71,1,51.744,14,1,39000,107,9.1,6,TRUE,0,0,0,FALSE,Boston
3381,B16235,39T,0.6872,HWY   CHELSEA & BREMEN S,ST  1 A,NBI,DOT,42,22,22.9548,71,2,8.2608,14,6,40500,115.8,28.4,6,TRUE,0,0,0,FALSE,Boston
3382,B16236,39U,0.984,OTHER RELIEF            ,ST  1 A,NBI,DOT,42,22,31.5012,71,1,47.5752,12,6,43200,51.5,35.1,6,TRUE,0,0,0,FALSE,Boston
3383,B16235,39V,0.9225,OTHER RELIEF,ST  1 A/NB        ,NBI,DOT,42,22,21.3312,71,2,3.8508,14,2,20900,62.2,13.7,7,TRUE,0,0,0,FALSE,Boston
3384,B16236,39W,0.9089,HWY   BNINGTN & NEPTUNE ,ST  1 A,NBI,DOT,42,22,46.5708,71,1,30.6768,16,6,570200,216.4,36.7,5,TRUE,0,0,0,FALSE,Boston
3385,B16235,39X,0.95,OTHER RELIEF            ,ST  1 A/NB       ,NBI,DOT,42,22,25.41,71,1,54.9984,12,2,20900,80.5,17,7,TRUE,0,0,0,FALSE,Boston
3386,B16236,39Y,0.9782,HWY   SARATGA ST & U TRN,ST  1 A        ,NBI,DOT,42,22,53.2344,71,1,25.2228,12,6,55000,245.4,26.2,5,TRUE,0,0,0,FALSE,Boston
3387,B16235,3A0,0.6965,RR    BMRR              ,ST  1 A/SB        ,NBI,DOT,42,22,21.324,71,2,3.8292,14,3,41200,211.5,13.9,6,TRUE,0,0,0,FALSE,Boston
3388,B16235,3A1,0.9692,OTHER RELIEF            ,ST  1 A/SB        ,NBI,DOT,42,22,29.244,71,1,50.2212,14,2,21000,72.5,13.9,7,TRUE,0,0,0,FALSE,Boston
3389,B16235,3A2,0.6978,OTHER RELIEF            ,ST  1 A/SB        ,REM,DOT,42,22,30.648,71,1,48.5508,12,2,37392,146.3,13.9,7,TRUE,0,0,0,FALSE,Boston
3390,B16022,3A3,0.4933,WATER NEPONSET RIVER    ,HWY   GRANITE AVE ,NBI,DOT,42,16,38.262,71,3,12.4704,14,4,36000,57,15.5,5,TRUE,6,11,17,TRUE,Boston
3392,C09015,3A5,0.5978,HWY   WEBSTER AVE       ,US  1 NE XWAY     ,NBI,DOT,42,24,14.6016,71,1,46.2252,12,6,99000,23.2,34.3,5,TRUE,0,0,0,FALSE,Chelsea
3393,C09007,3A6,0.677,HWY   ARLINGTON & 5TH ST,"US  1 SB BTS 36,PR",NBI,DOT,42,23,43.2168,71,2,8.8512,17,3,29000,381.9,14.3,5,TRUE,0,0,0,TRUE,Chelsea
3394,C09011,3A7,0.5628,HWY   ORANGE & CARTER ST,US  1 NE XWAY     ,NBI,DOT,42,24,6.102,71,2,15.9,12,6,56000,309.1,27.4,5,TRUE,0,0,0,TRUE,Chelsea
3395,C09007,3A8,0.731,RR    MBTA/BMRR,US  1 NE XWAY     ,NBI,DOT,42,23,45.0924,71,2,9.546,12,6,82000,32.9,28.7,7,TRUE,0,0,0,FALSE,Chelsea
3396,C09011,3A9,0.6214,HWY   ORANGE ST         ,US  1 SB RAMP   ,NBI,DOT,42,24,6.7824,71,2,18.2868,17,1,14700,144.8,9.1,7,TRUE,0,0,0,TRUE,Chelsea
3397,C09007,3AA,0.6028,HWY   SPRUCE ST     ,"US  1 PR2, N ABUT ",NBI,DOT,42,23,48.8544,71,2,13.2864,12,6,83000,246.3,28.7,6,TRUE,0,0,0,TRUE,Chelsea
3398,C09007,3AB,0.7427,HWY   ARLINGTON & 5TH ST,"US  1 S ABT,PR1 ",NBI,DOT,42,23,43.2168,71,2,8.8512,12,3,45000,266.4,14.3,6,TRUE,0,0,0,TRUE,Chelsea
3399,C09007,3AC,0.7108,HWY   ARLINGTON ST  ,US  1 RP ABUT-BT50,NBI,DOT,42,23,43.2168,71,2,8.8512,17,1,10000,97.5,11,7,TRUE,0,0,0,FALSE,Chelsea
3400,R05031,3AD,0,ST 60 WB/SQUIRE RD      ,US  1 RD NOT USED ,CLO,DOT,42,25,0,71,0,60,12,3,10,59.1,16.5,7,TRUE,0,0,0,FALSE,Revere
3401,R05031,3AE,0,HWY   TO ST60 WB/SQUIRE ,US  1 RD NOT USED ,CLO,DOT,42,25,0,71,0,60,12,2,10,65.5,16.5,6,TRUE,0,0,0,FALSE,Revere
3402,M01008,3AF,0.9918,HWY   LYNN ST           ,US  1        ,NBI,DOT,42,26,11.6448,71,1,17.4648,12,4,91400,20.4,24,7,TRUE,0,0,0,FALSE,Malden
